%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=2960232141, 2016/01/13 19:41:57.7)
167 1337  5.554527227389557709e+01 0 0 3.132591e-01 -1.291728e+00 -8.963077e-01 -4.958914e-01 1.897320e+00 
168 1345  5.554527224233278559e+01 0 0 3.132581e-01 -1.291728e+00 -8.963042e-01 -4.958873e-01 1.897320e+00 
169 1353  5.554527222862486724e+01 0 0 3.132586e-01 -1.291727e+00 -8.963027e-01 -4.958902e-01 1.897318e+00 
170 1361  5.554527213502952776e+01 0 0 3.132557e-01 -1.291731e+00 -8.963009e-01 -4.958903e-01 1.897318e+00 
171 1369  5.554527215160290154e+01 0 0 3.132555e-01 -1.291731e+00 -8.962998e-01 -4.958880e-01 1.897319e+00 
172 1377  5.554527211134617914e+01 0 0 3.132568e-01 -1.291730e+00 -8.963008e-01 -4.958885e-01 1.897321e+00 
173 1385  5.554527210329115405e+01 0 0 3.132568e-01 -1.291729e+00 -8.963007e-01 -4.958884e-01 1.897320e+00 
174 1393  5.554527211405451226e+01 0 0 3.132566e-01 -1.291729e+00 -8.963038e-01 -4.958921e-01 1.897319e+00 
175 1401  5.554527209439729063e+01 0 0 3.132578e-01 -1.291728e+00 -8.963037e-01 -4.958914e-01 1.897320e+00 
176 1409  5.554527209725242187e+01 0 0 3.132585e-01 -1.291728e+00 -8.963038e-01 -4.958913e-01 1.897320e+00 
177 1417  5.554527209883357131e+01 0 0 3.132586e-01 -1.291727e+00 -8.963044e-01 -4.958907e-01 1.897320e+00 
178 1425  5.554527210413075977e+01 0 0 3.132581e-01 -1.291727e+00 -8.963046e-01 -4.958923e-01 1.897319e+00 
179 1433  5.554527208781516379e+01 0 0 3.132579e-01 -1.291728e+00 -8.963028e-01 -4.958902e-01 1.897321e+00 
180 1441  5.554527208672051586e+01 0 0 3.132580e-01 -1.291729e+00 -8.963014e-01 -4.958900e-01 1.897320e+00 
181 1449  5.554527208775267866e+01 0 0 3.132573e-01 -1.291729e+00 -8.963014e-01 -4.958897e-01 1.897320e+00 
182 1457  5.554527208736615052e+01 0 0 3.132574e-01 -1.291729e+00 -8.963021e-01 -4.958901e-01 1.897320e+00 
183 1465  5.554527208633881230e+01 0 0 3.132574e-01 -1.291729e+00 -8.963009e-01 -4.958892e-01 1.897320e+00 
184 1473  5.554527208520576664e+01 0 0 3.132578e-01 -1.291729e+00 -8.963004e-01 -4.958889e-01 1.897321e+00 
185 1481  5.554527208460951471e+01 0 0 3.132581e-01 -1.291729e+00 -8.963009e-01 -4.958895e-01 1.897321e+00 
186 1489  5.554527208531496285e+01 0 0 3.132578e-01 -1.291729e+00 -8.963016e-01 -4.958894e-01 1.897321e+00 
187 1497  5.554527208512539715e+01 0 0 3.132579e-01 -1.291729e+00 -8.963015e-01 -4.958893e-01 1.897321e+00 
188 1505  5.554527208565731655e+01 0 0 3.132580e-01 -1.291728e+00 -8.963019e-01 -4.958896e-01 1.897321e+00 
189 1513  5.554527208421746565e+01 0 0 3.132578e-01 -1.291729e+00 -8.963017e-01 -4.958899e-01 1.897321e+00 
190 1521  5.554527208458231513e+01 0 0 3.132577e-01 -1.291729e+00 -8.963018e-01 -4.958897e-01 1.897321e+00 
191 1529  5.554527208386539172e+01 0 0 3.132580e-01 -1.291729e+00 -8.963012e-01 -4.958895e-01 1.897321e+00 
192 1537  5.554527208370804914e+01 0 0 3.132580e-01 -1.291729e+00 -8.963017e-01 -4.958897e-01 1.897321e+00 
193 1545  5.554527208373325209e+01 0 0 3.132579e-01 -1.291729e+00 -8.963015e-01 -4.958896e-01 1.897321e+00 
194 1553  5.554527208378623726e+01 0 0 3.132581e-01 -1.291729e+00 -8.963015e-01 -4.958894e-01 1.897321e+00 
195 1561  5.554527208373941960e+01 0 0 3.132581e-01 -1.291729e+00 -8.963014e-01 -4.958896e-01 1.897321e+00 
196 1569  5.554527208359964163e+01 0 0 3.132581e-01 -1.291729e+00 -8.963015e-01 -4.958896e-01 1.897321e+00 
197 1577  5.554527208360411095e+01 0 0 3.132581e-01 -1.291729e+00 -8.963012e-01 -4.958895e-01 1.897321e+00 
198 1585  5.554527208356312684e+01 0 0 3.132581e-01 -1.291729e+00 -8.963015e-01 -4.958896e-01 1.897321e+00 
199 1593  5.554527208363010971e+01 0 0 3.132582e-01 -1.291729e+00 -8.963014e-01 -4.958896e-01 1.897321e+00 
200 1601  5.554527208364633850e+01 0 0 3.132580e-01 -1.291729e+00 -8.963013e-01 -4.958894e-01 1.897321e+00 
201 1609  5.554527208359409940e+01 0 0 3.132582e-01 -1.291729e+00 -8.963015e-01 -4.958896e-01 1.897321e+00 
202 1617  5.554527208356439161e+01 0 0 3.132581e-01 -1.291729e+00 -8.963015e-01 -4.958896e-01 1.897321e+00 
203 1625  5.554527208356449819e+01 0 0 3.132581e-01 -1.291729e+00 -8.963016e-01 -4.958896e-01 1.897321e+00 
204 1633  5.554527208354382850e+01 0 0 3.132581e-01 -1.291729e+00 -8.963015e-01 -4.958896e-01 1.897321e+00 
205 1641  5.554527208354843992e+01 0 0 3.132581e-01 -1.291729e+00 -8.963015e-01 -4.958895e-01 1.897321e+00 
206 1649  5.554527208353527357e+01 0 0 3.132581e-01 -1.291729e+00 -8.963015e-01 -4.958896e-01 1.897321e+00 
207 1657  5.554527208352845236e+01 0 0 3.132581e-01 -1.291729e+00 -8.963015e-01 -4.958896e-01 1.897321e+00 
208 1665  5.554527208352612888e+01 0 0 3.132581e-01 -1.291729e+00 -8.963015e-01 -4.958896e-01 1.897321e+00 
209 1673  5.554527208352280354e+01 0 0 3.132581e-01 -1.291729e+00 -8.963014e-01 -4.958896e-01 1.897321e+00 
210 1681  5.554527208352710943e+01 0 0 3.132581e-01 -1.291729e+00 -8.963014e-01 -4.958896e-01 1.897321e+00 
211 1689  5.554527208352683942e+01 0 0 3.132581e-01 -1.291729e+00 -8.963014e-01 -4.958895e-01 1.897321e+00 
212 1697  5.554527208352286749e+01 0 0 3.132581e-01 -1.291729e+00 -8.963014e-01 -4.958895e-01 1.897321e+00 
213 1705  5.554527208352278222e+01 0 0 3.132581e-01 -1.291729e+00 -8.963014e-01 -4.958896e-01 1.897321e+00 
